WMoos_F5_Ms1,WMoos_F5_Ms2,WMoos_F5_Ms3,WMoos_F5_Ms4,WMoos_F5_Ms5,WMoos_F5_Ms6,WMoos_F5_Ms7,WMoos_F5_Ms8,activity
0.670501709,0.093475342,0.02734375,0.019989014,0.017944336,0.016479492,0.031860352,0.080871582,noGesture
0.239074707,0.024017334,0.01763916,0.024414063,0.015228271,0.013580322,0.016357422,0.081451416,noGesture
0.189605713,0.034301758,0.018310547,0.018280029,0.01171875,0.015197754,0.019439697,0.08480835,noGesture
0.69619751,0.103240967,0.029022217,0.023712158,0.018188477,0.01751709,0.022003174,0.093933105,noGesture
0.175537109,0.021057129,0.016662598,0.014007568,0.013061523,0.013671875,0.016235352,0.07119751,noGesture
0.207458496,0.026275635,0.014709473,0.020843506,0.011474609,0.01373291,0.018096924,0.082702637,noGesture
0.242004395,0.036560059,0.015655518,0.020141602,0.012908936,0.01550293,0.018280029,0.104278564,noGesture
0.86239624,0.084472656,0.028503418,0.023071289,0.01574707,0.01663208,0.02645874,0.077484131,noGesture
0.745819092,0.097930908,0.028564453,0.02444458,0.015136719,0.015075684,0.029663086,0.074615479,noGesture
0.431121826,0.052734375,0.02166748,0.023590088,0.01373291,0.013824463,0.034088135,0.159912109,noGesture
0.758911133,0.076171875,0.027740479,0.02255249,0.016143799,0.015655518,0.035888672,0.089752197,noGesture
0.207244873,0.027191162,0.017700195,0.016418457,0.011993408,0.015869141,0.019561768,0.074737549,noGesture
0.184387207,0.021026611,0.019073486,0.023223877,0.01651001,0.015686035,0.018768311,0.084747314,noGesture
0.419921875,0.048950195,0.020935059,0.016113281,0.017242432,0.017425537,0.02166748,0.103637695,noGesture
0.407958984,0.051361084,0.021911621,0.020172119,0.014831543,0.014984131,0.019470215,0.150970459,noGesture
0.579193115,0.085632324,0.024230957,0.01864624,0.018310547,0.017272949,0.042144775,0.191192627,noGesture
0.378723145,0.052612305,0.0184021,0.022186279,0.015960693,0.014648438,0.022186279,0.122406006,noGesture
0.218994141,0.054840088,0.022766113,0.02154541,0.016479492,0.013671875,0.021697998,0.101867676,noGesture
0.181335449,0.024291992,0.021789551,0.018829346,0.012969971,0.016113281,0.019165039,0.090667725,noGesture
1.182312012,0.100891113,0.04397583,0.023590088,0.015869141,0.021697998,0.08795166,0.106750488,noGesture
0.164276123,0.029693604,0.017944336,0.025238037,0.015411377,0.013183594,0.015441895,0.095428467,noGesture
0.761016846,0.117889404,0.030059814,0.023010254,0.016174316,0.013214111,0.021697998,0.09475708,noGesture
0.285644531,0.028381348,0.015625,0.023284912,0.018157959,0.015838623,0.019317627,0.086547852,noGesture
0.722351074,0.077484131,0.026611328,0.024353027,0.017700195,0.017456055,0.026367188,0.084533691,noGesture
0.182342529,0.028778076,0.019104004,0.021087646,0.018005371,0.014434814,0.018280029,0.080108643,noGesture
0.775115967,0.091003418,0.03036499,0.024780273,0.015319824,0.017181396,0.040893555,0.20425415,noGesture
0.224884033,0.025695801,0.013153076,0.019897461,0.012634277,0.015106201,0.024108887,0.097808838,noGesture
0.21282959,0.019165039,0.017028809,0.01852417,0.013366699,0.013824463,0.017059326,0.089660645,noGesture
0.499938965,0.049499512,0.023162842,0.020568848,0.018737793,0.015319824,0.035949707,0.167327881,noGesture
0.27444458,0.034118652,0.015808105,0.02041626,0.015197754,0.013671875,0.019927979,0.114807129,noGesture
0.352630615,0.04486084,0.022674561,0.023590088,0.018768311,0.016876221,0.02053833,0.058654785,noGesture
0.196990967,0.019348145,0.015563965,0.018157959,0.012451172,0.014831543,0.018554688,0.062164307,noGesture
0.203552246,0.029907227,0.016998291,0.02154541,0.017242432,0.011566162,0.021575928,0.09463501,noGesture
0.71673584,0.079437256,0.034118652,0.023986816,0.015808105,0.015075684,0.042877197,0.166870117,noGesture
0.200775146,0.031341553,0.021697998,0.02041626,0.015594482,0.015258789,0.019226074,0.081787109,noGesture
0.223510742,0.025024414,0.017974854,0.017944336,0.014221191,0.015808105,0.017883301,0.095092773,noGesture
0.22946167,0.022735596,0.015045166,0.016540527,0.017181396,0.01550293,0.018371582,0.06539917,noGesture
0.564727783,0.093566895,0.031982422,0.0206604,0.014434814,0.015380859,0.038574219,0.144897461,noGesture
0.187469482,0.025024414,0.014801025,0.018768311,0.012634277,0.016784668,0.020477295,0.078186035,noGesture
