S1,S2,S3,S4,S5,S6,S7,S8,s1,s2,s3,s4,s5,s6,s7,s8,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8
0.186189572,-0.138660494,-0.108862,-0.079200101,-0.047338542,-0.049988395,-0.044967478,-0.019037152,0.082998167,0.02660339,0.018913565,0.026940785,0.006851854,0.01083558,0.020738796,0.061181885,0.0001347,-0.072809924,0.005558801,0.003428616,-0.094682108,-0.073047378,-0.099856041,-0.002607281
-0.119469123,-0.279849401,-0.113455761,-0.072124027,-0.041628784,-0.044948535,-0.04448887,-0.079257886,-0.133022052,-0.132475483,-0.013464334,-0.00464814,-0.002893933,0.002069273,-0.0049813,0.002260123,0.039550246,-0.013094884,0.04783373,0.020290021,-0.007560414,0.056637866,0.081452524,-0.044409257
-0.150540745,-0.137705801,-0.028937379,-0.016676526,-0.01412726,-0.013329553,-0.01315395,-0.058384905,-0.201871418,-0.209457612,-0.046632316,-0.040617446,-0.019841058,-0.017553139,-0.034440556,-0.06859961,0.039051693,0.073401868,0.046032058,0.018658997,0.084220073,0.090409578,0.189877114,0.004014121
-0.040578723,0.130395906,0.046297658,0.033159429,0.006362691,0.009609736,0.007391162,0.000170814,-0.104055128,-0.136532452,-0.030626386,-0.028342224,-0.016266471,-0.020137225,-0.028850726,-0.068924042,-0.0295263,-0.026546312,-0.000314647,0.001180798,0.050975186,-0.029490909,0.101441738,0.060949252
-0.131883087,0.206389534,0.067180466,0.051038665,0.011849892,0.005277006,-0.004985264,0.008402751,0.034181919,-0.00133176,0.018399881,0.012176842,0.004260521,-0.004408722,0.00459051,-0.004233463,-0.108883029,-0.185392667,-0.053334759,-0.022725671,-0.067671958,-0.157349091,-0.103961895,0.024547572
-0.291470815,0.069657146,0.034435732,0.030963686,0.005009783,-0.012533208,-0.026687955,-0.033731369,0.123049487,0.081978346,0.043703917,0.029159328,0.010388983,0.005039588,0.022221195,0.045236562,-0.101303786,-0.137534293,-0.052375728,-0.029990089,-0.107498426,-0.123693507,-0.182626568,-0.039234646
-0.178208432,-0.039074748,-0.024246235,-0.010230669,-0.006166332,-0.018703181,-0.021989196,-0.044504419,0.118986133,0.082658395,0.01785587,0.00881275,-0.008391294,-0.006242247,0.001289745,0.024291849,-0.004828447,0.053144105,-0.000556624,-0.008325182,-0.008877284,0.063809638,-0.003661766,-0.01365476
0.094566123,-0.01455742,-0.056175589,-0.033689357,-0.008045324,-0.00760152,0.007315927,0.003093108,-0.005923401,0.037576822,-0.026713279,-0.021343526,-0.021559066,-0.021908541,-0.028823687,-0.030474472,0.072065081,0.101214796,0.025415971,0.017681293,0.107756553,0.226922585,0.252987383,0.053822038
0.138567348,0.035828429,-0.037980253,-0.024857156,0.001318099,0.003095044,0.023674161,0.040138908,-0.172008368,-0.003410827,-0.038181897,-0.033345384,-0.004573206,-0.019558878,-0.026289376,-0.041555846,0.055191004,-0.019294166,-0.003430364,0.015146523,0.117384149,0.212344842,0.283769441,0.013625005
-0.049923147,0.05305082,-0.01470831,-0.017548017,0.003303862,-0.00183523,0.005273068,0.017279061,-0.200825598,-0.010991012,-0.009373329,-0.022223705,0.017186384,-0.005813144,0.003866867,0.001599928,-0.007169504,-0.073400942,-0.018121296,-0.008586916,0.038319252,0.053723838,0.037063922,-0.1359368
-0.134819923,0.085303112,-0.025766914,-0.034274857,-0.01258263,-0.01554417,-0.02467969,-0.021970681,-0.058264824,0.000198686,0.015718007,-0.002662759,0.003831085,-0.006746405,0.01704794,0.028695212,-0.031910265,0.001016033,0.025193702,-0.018099714,-0.034752618,-0.080193721,-0.210665093,-0.21294397
-0.027225372,0.105605171,-0.033606776,-0.040689107,-0.026247586,-0.02109897,-0.031137458,-0.021064736,0.053167194,-0.009433421,0.005542179,0.004310682,-0.034709063,-0.024525903,-0.00433017,-0.003009282,-0.010315139,0.024395749,0.065115142,-0.005572655,-0.054931551,-0.07969416,-0.1883608,-0.103358011
0.050295496,0.03002161,0.002864614,-0.007933415,-0.01732718,-0.014551128,-0.012990793,0.005008771,0.004328213,-0.036648786,-0.015367519,-0.010277096,-0.049961186,-0.029503303,-0.025716355,-0.040748979,0.012700012,-0.054274475,0.043146746,0.00066479,-0.033683074,0.00591762,0.041964996,0.067185967
0.017511573,-0.07969306,0.037619476,0.023792066,-0.000753907,-0.005963744,0.002342514,0.010587209,-0.036079178,-0.027866259,-0.009563618,-0.030177468,-0.025353387,-0.006035824,-0.016338905,-0.020543591,0.014850731,-0.066670312,-0.001262413,-0.015678615,-0.001653264,0.059496706,0.159989778,0.096835793
0.018890544,-0.072098847,0.009476919,0.007082712,-0.002515382,-0.002585215,-0.000246743,-0.006748936,0.093276914,0.026558772,0.013002627,-0.025558365,0.006707967,0.019163832,0.003874419,0.02857683,0.004984842,0.04162383,-0.014520437,-0.034793555,0.002606754,0.032775182,-0.027383766,-0.020759144
0.074054319,0.025090627,-0.043393448,-0.027015787,-0.015225084,-0.002043263,-0.009296733,-0.018465246,0.209751008,0.052800344,0.015853158,0.01364199,0.019305535,0.014591644,0.000868318,0.030414826,-0.007886817,0.097959505,-0.015408337,-0.032303818,-0.031934436,-0.028999868,-0.338289305,-0.097835489
0.028519245,0.026262498,-0.040095846,-0.018566824,-0.011961204,-0.000138372,-0.010354883,-0.015655656,0.06625218,0.003231736,-0.001996807,0.056757132,0.018589605,-0.010465463,-0.017887955,-0.019102778,-0.014922383,0.008897206,-0.02783619,-0.011332753,-0.050366264,-0.056020118,-0.408629259,-0.020631401
-0.126859913,-0.098099774,0.008694135,0.017692761,0.005990478,0.003884917,-0.004077,-0.008790692,-0.185392377,-0.05818709,-0.010946509,0.055487238,0.010416081,-0.023276214,-0.020199794,-0.052309064,-0.004552349,-0.082946457,-0.023353068,0.004120957,-0.00322725,-0.018596382,-0.125597634,0.099422914
-0.195479801,-0.157660328,0.025259663,0.019288268,0.011417187,0.008464739,0.001990251,-0.000667165,-0.189960623,-0.049495111,-0.007333825,-0.000829417,-0.013621363,-0.015962374,-0.003136387,-0.035841594,0.014614381,-0.044804979,0.000783112,-0.005246199,0.050359175,0.051978272,0.225126794,0.10060778
-0.069716276,-0.042171576,-0.001600669,-0.01404576,-0.002673373,0.0095342,0.004893378,0.011417669,0.035718589,0.007177871,-0.016038641,-0.060497281,-0.042045993,-0.008627902,0.007406924,-0.005355748,0.017714121,0.05806261,-0.00890855,-0.034058267,0.016253441,0.089176966,0.314175135,0.005508565
0.132971512,0.117203913,-0.010657873,-0.023024123,-0.01374837,0.002699638,0.004822747,0.021126888,0.132535165,0.031566714,-0.038334077,-0.063522572,-0.041398727,-0.01277527,0.000606212,0.003070156,0.006959723,0.106036448,-0.046732636,-0.049956202,-0.065149883,0.05646375,0.169163837,-0.026640706
0.237246287,0.150882642,0.014530876,0.004734669,-0.008343523,-0.008844625,0.001462791,0.017878522,-0.013417094,0.004605772,-0.044509981,-0.019511423,-0.009610856,-0.019019057,-0.01047821,-0.006921846,0.011745724,0.080305823,-0.023892647,-0.024419928,-0.060723953,-0.007273789,0.062895056,0.057379851
0.168226693,0.057235541,0.02146823,0.015983088,0.000449623,-0.01476367,-0.004741466,-0.001306041,-0.135407198,-0.030383422,-0.024181534,0.004512752,0.011213625,-0.018709443,-0.017167897,-0.021815453,0.02972943,0.012029527,0.060939524,0.02337141,0.032903152,-0.02398958,0.067146013,0.127259552
-0.00632009,-0.040695813,-0.012325713,-0.01183057,-0.000934068,-0.011721232,-0.012404579,-0.025808888,-0.085580938,-0.042656493,-0.003504984,-0.016788562,-0.00147089,-0.014738193,-0.021312253,-0.033668167,0.016847555,-0.072794237,0.064792697,0.036582621,0.068411055,0.04743099,-0.033930683,0.044487909
-0.0894721,-0.021495614,-0.043884596,-0.035019058,-0.008794298,-0.008484467,-0.020334593,-0.030950267,-0.050584465,-0.024553961,-0.00465748,-0.030527181,-0.017700863,-0.010582421,-0.018988427,-0.025449451,-0.040361625,-0.126495642,-0.080909018,-0.005605057,-0.0107098,0.1847813,-0.346765295,-0.172820328
0.067058879,0.155940483,-0.046376299,-0.025863333,-0.016835528,-0.01057386,-0.026640725,0.000669194,-0.152466297,0.030997976,-0.020389981,0.003150452,-0.012186526,-0.005640436,-0.005567195,0.011984603,-0.040361625,-0.126495642,-0.080909018,-0.005605057,-0.0107098,0.1847813,-0.346765295,-0.172820328
